Student_ID,Class,Gender,School,Subject,Study_Hours_Per_Day,Attendance_%,Assignment_Completion_%,Sleep_Hours,Previous_Score,Final_Score,Grade,Study_Method,Internet_Access
STU1488,9,Female,St. Xavier's,Mathematics,2.7,80.5,84.6,9.1,69.0,77.8,B,Study Group,Average
STU1489,11,Male,St. Xavier's,Science,3.1,82.8,77.8,6.0,82.5,70.5,B,Self Study,Good
STU1490,10,Female,Ryan International,Mathematics,3.0,78.0,75.2,5.4,67.8,45.4,D,Study Group,Good
STU1491,11,Male,Delhi Public School,Social Studies,0.4,66.5,81.2,8.6,55.5,56.3,D,Coaching,Good
STU1492,11,Female,Modern School,English,3.2,86.1,74.4,6.6,56.4,56.6,D,Coaching,Average
STU1493,9,Male,Delhi Public School,English,0.3,56.1,68.5,5.6,79.7,41.9,D,Online Courses,Good
STU1494,11,Female,Delhi Public School,Science,2.4,79.4,60.3,7.4,63.7,50.5,D,Coaching,Good
STU1495,11,Male,St. Xavier's,Social Studies,2.3,90.8,92.5,5.5,58.9,64.0,C,Self Study,Average
STU1496,9,Female,Delhi Public School,Mathematics,2.5,82.7,78.2,8.7,77.3,60.5,C,Coaching,Average
STU1497,9,Male,St. Xavier's,Mathematics,2.8,92.8,57.9,7.7,87.0,66.4,C,Online Courses,Average
STU1498,11,Male,DAV Public School,Computer Science,2.1,90.8,69.8,6.5,65.5,58.8,D,Study Group,Good
STU1499,12,Female,Modern School,Mathematics,0.3,95.0,59.1,8.0,84.8,50.0,D,Coaching,Average
STU1500,10,Male,St. Xavier's,English,1.3,85.5,97.1,5.8,57.8,63.7,C,Online Courses,Average
STU1501,12,Female,DAV Public School,Social Studies,2.8,86.8,93.4,7.3,67.8,50.6,D,Study Group,Good
STU1502,11,Female,Kendriya Vidyalaya,English,2.5,84.3,82.8,9.3,48.0,51.9,D,Self Study,Good
STU1503,10,Male,Delhi Public School,Computer Science,1.8,78.4,72.2,6.8,77.1,50.3,D,Self Study,Good
STU1504,12,Male,Ryan International,Mathematics,1.4,100.0,67.5,9.8,76.2,49.2,D,Coaching,Good
STU1505,12,Female,Kendriya Vidyalaya,English,4.5,70.3,80.0,8.0,72.6,69.5,C,Online Courses,Good
STU1506,12,Female,DAV Public School,English,1.8,81.4,89.2,7.2,59.2,57.7,D,Self Study,Good
STU1507,12,Female,Ryan International,Science,4.8,75.8,98.1,6.5,67.1,63.0,C,Online Courses,Good
STU1508,12,Male,Ryan International,Computer Science,1.7,100.0,64.4,5.4,86.3,67.9,C,Online Courses,Average
STU1509,12,Male,St. Xavier's,Mathematics,2.1,65.8,55.1,6.5,58.3,43.2,D,Online Courses,Average
STU1510,11,Male,Kendriya Vidyalaya,Science,3.9,58.9,91.0,5.7,64.3,52.9,D,Self Study,Average
STU1511,9,Male,Kendriya Vidyalaya,Mathematics,2.8,80.0,59.2,6.6,61.8,58.8,D,Online Courses,Good
STU1512,9,Female,Kendriya Vidyalaya,Mathematics,3.9,100.0,100.0,6.0,60.3,74.9,B,Study Group,Average
STU1513,10,Female,Modern School,Computer Science,1.5,81.0,54.0,5.5,82.7,59.6,D,Self Study,Poor
STU1514,9,Male,Ryan International,Social Studies,3.8,85.0,72.2,6.6,56.4,53.3,D,Study Group,Good
STU1515,9,Male,Modern School,Mathematics,3.7,91.8,75.0,6.6,75.6,63.7,C,Coaching,Average
STU1516,11,Male,Ryan International,Mathematics,1.4,83.1,57.4,4.2,78.7,56.9,D,Study Group,Good
STU1517,11,Male,Ryan International,Social Studies,5.4,86.3,59.5,7.3,78.4,66.4,C,Online Courses,Average
STU1518,10,Female,Modern School,Science,2.4,75.8,73.1,6.3,69.8,57.2,D,Coaching,Average
STU1519,12,Female,Kendriya Vidyalaya,Computer Science,2.7,88.6,52.8,8.3,70.6,55.6,D,Self Study,Good
STU1520,11,Male,Kendriya Vidyalaya,Science,1.6,83.0,74.9,7.0,52.2,44.8,D,Online Courses,Good
STU1521,9,Female,Delhi Public School,Mathematics,1.1,72.0,62.9,6.8,52.5,53.4,D,Self Study,Good
STU1522,12,Male,Delhi Public School,Science,4.4,77.2,79.8,8.3,65.7,71.7,B,Coaching,Good
STU1523,11,Male,Kendriya Vidyalaya,Computer Science,2.1,86.8,100.0,7.9,31.6,46.2,D,Online Courses,Good
STU1524,9,Female,Modern School,Social Studies,1.7,97.2,79.1,8.2,73.6,56.4,D,Study Group,Good
STU1525,9,Male,Modern School,Science,4.0,74.3,71.6,6.8,50.9,54.2,D,Study Group,Good
STU1526,9,Female,DAV Public School,Mathematics,2.7,82.6,73.6,7.1,75.7,58.6,D,Online Courses,Average
STU1527,11,Male,Delhi Public School,Mathematics,3.6,95.4,88.1,8.9,79.5,64.8,C,Online Courses,Good
STU1528,11,Female,Ryan International,Mathematics,3.9,72.5,57.1,8.8,54.9,50.1,D,Online Courses,Good
STU1529,11,Female,DAV Public School,Mathematics,3.8,85.7,49.1,7.3,52.8,57.2,D,Self Study,Average
STU1530,11,Male,Ryan International,English,3.3,72.5,78.9,7.0,49.8,56.8,D,Study Group,Poor
STU1531,11,Male,Modern School,English,5.3,69.4,78.0,6.3,87.4,66.5,C,Study Group,Poor
STU1532,10,Female,DAV Public School,Science,2.5,80.8,71.6,6.1,66.5,53.4,D,Online Courses,Average
STU1533,9,Female,St. Xavier's,English,2.6,89.0,86.4,8.4,59.7,54.9,D,Coaching,Average
STU1534,12,Female,St. Xavier's,Computer Science,1.4,86.4,92.5,7.4,67.6,53.9,D,Study Group,Average
STU1535,11,Male,DAV Public School,English,2.4,80.8,79.2,6.9,80.7,56.2,D,Online Courses,Good
STU1536,11,Female,DAV Public School,Mathematics,6.5,75.5,63.1,6.8,45.2,54.8,D,Self Study,Good
STU1537,9,Female,Modern School,Social Studies,1.7,83.6,93.9,6.2,80.3,51.8,D,Self Study,Poor
STU1538,10,Female,St. Xavier's,Social Studies,3.5,78.4,79.5,7.0,72.4,58.1,D,Study Group,Good
STU1539,11,Male,Delhi Public School,Science,5.1,69.6,82.1,5.8,76.5,64.8,C,Study Group,Average
STU1540,11,Female,DAV Public School,English,4.9,98.0,70.3,6.3,73.9,62.4,C,Self Study,Average
STU1541,10,Male,Delhi Public School,English,4.5,55.4,83.3,5.3,88.4,77.6,B,Online Courses,Good
STU1542,11,Male,Kendriya Vidyalaya,Mathematics,1.9,64.2,100.0,8.0,67.5,45.2,D,Self Study,Good
STU1543,12,Male,Ryan International,Computer Science,0.9,79.9,77.0,8.0,74.0,53.5,D,Coaching,Good
STU1544,9,Male,Ryan International,Mathematics,1.2,98.3,100.0,8.5,83.1,73.0,B,Coaching,Good
STU1545,12,Female,St. Xavier's,Mathematics,0.3,86.6,57.1,8.8,80.5,65.3,C,Online Courses,Good
STU1546,11,Female,DAV Public School,Social Studies,4.6,79.5,85.3,7.5,48.1,45.2,D,Study Group,Good
STU1547,9,Male,St. Xavier's,Social Studies,3.9,74.7,82.7,7.2,69.5,55.9,D,Self Study,Average
STU1548,9,Male,Delhi Public School,Social Studies,2.7,84.5,56.6,6.7,45.6,62.5,C,Online Courses,Average
STU1549,10,Female,Kendriya Vidyalaya,Science,3.2,92.8,89.8,8.2,64.4,63.0,C,Coaching,Good
STU1550,9,Female,DAV Public School,Mathematics,5.5,90.0,77.3,7.0,57.2,76.8,B,Online Courses,Good
STU1551,10,Male,Delhi Public School,English,3.5,89.4,73.8,8.0,62.4,49.4,D,Study Group,Average
STU1552,11,Female,Delhi Public School,Social Studies,3.5,91.9,59.3,7.8,68.6,51.4,D,Online Courses,Average
STU1553,9,Male,St. Xavier's,Social Studies,2.4,89.0,99.1,5.9,77.1,60.7,C,Study Group,Good
STU1554,10,Male,Kendriya Vidyalaya,Science,4.4,66.9,79.6,8.2,71.5,64.8,C,Study Group,Average
STU1555,9,Male,Modern School,English,0.3,97.1,83.7,6.4,64.5,55.5,D,Self Study,Good
STU1556,12,Female,Kendriya Vidyalaya,Mathematics,2.4,80.0,64.8,5.5,66.0,63.3,C,Self Study,Poor
STU1557,11,Male,St. Xavier's,Computer Science,2.9,79.7,97.2,7.2,60.9,60.1,C,Study Group,Good
STU1558,12,Male,St. Xavier's,English,2.1,81.6,62.4,6.9,43.9,42.1,D,Self Study,Average
STU1559,11,Female,Kendriya Vidyalaya,Computer Science,3.1,84.6,100.0,7.4,65.7,69.3,C,Online Courses,Good
STU1560,9,Male,Modern School,Computer Science,3.0,74.9,65.9,5.1,67.1,55.5,D,Online Courses,Good
STU1561,11,Male,Delhi Public School,Social Studies,1.7,82.5,75.4,6.9,80.1,61.2,C,Study Group,Good
STU1562,10,Male,St. Xavier's,Social Studies,0.3,84.5,100.0,5.3,60.3,54.3,D,Study Group,Good
STU1563,11,Male,DAV Public School,Mathematics,1.9,76.8,67.0,7.4,53.8,64.1,C,Study Group,Good
STU1564,11,Male,DAV Public School,Mathematics,1.8,69.4,69.2,5.2,80.7,52.2,D,Coaching,Good
STU1565,10,Male,St. Xavier's,Computer Science,2.1,94.4,80.6,7.8,75.0,65.0,C,Study Group,Good
STU1566,11,Female,St. Xavier's,English,1.9,81.9,75.0,7.2,86.2,69.3,C,Study Group,Good
STU1567,12,Female,St. Xavier's,Mathematics,4.6,71.0,82.8,6.8,49.7,51.4,D,Study Group,Good
STU1568,9,Female,Modern School,Computer Science,2.7,77.2,71.7,7.8,81.9,57.0,D,Online Courses,Good
STU1569,12,Female,St. Xavier's,Social Studies,4.0,81.6,80.8,6.1,67.4,59.9,D,Coaching,Good
STU1570,12,Male,DAV Public School,English,2.3,81.7,88.5,6.8,66.3,61.3,C,Online Courses,Good
STU1571,12,Male,Ryan International,Mathematics,2.8,98.1,79.5,7.2,65.1,61.8,C,Self Study,Average
STU1572,12,Male,Modern School,Mathematics,1.5,82.8,70.1,5.5,68.5,48.7,D,Online Courses,Good
STU1573,10,Male,Modern School,Computer Science,3.7,87.5,91.3,7.2,71.8,70.0,C,Online Courses,Average
STU1574,11,Female,DAV Public School,Computer Science,3.9,65.4,92.1,6.8,70.6,59.4,D,Study Group,Average
STU1575,12,Male,Ryan International,Computer Science,3.6,80.9,89.5,9.1,98.0,73.5,B,Study Group,Good
STU1576,10,Male,Ryan International,Computer Science,2.1,77.5,73.3,7.2,53.4,51.7,D,Study Group,Average
STU1577,10,Male,Kendriya Vidyalaya,Mathematics,2.8,82.2,94.4,6.4,56.1,54.7,D,Self Study,Average
STU1578,9,Female,Delhi Public School,English,3.6,80.8,72.8,6.0,49.7,57.4,D,Self Study,Average
STU1579,9,Female,DAV Public School,English,3.0,79.6,87.3,7.1,63.9,60.5,C,Online Courses,Average
STU1580,9,Male,DAV Public School,English,2.8,90.2,82.4,7.0,78.3,74.3,B,Self Study,Average
STU1581,10,Female,Kendriya Vidyalaya,Mathematics,0.7,83.5,85.3,6.7,59.4,63.4,C,Self Study,Good
STU1582,11,Female,DAV Public School,Mathematics,2.4,80.8,55.4,5.2,59.7,48.7,D,Online Courses,Good
STU1583,9,Female,Ryan International,English,4.4,88.9,100.0,9.9,80.3,68.3,C,Self Study,Good
STU1584,9,Male,Ryan International,English,3.1,90.0,73.4,6.8,59.0,68.9,C,Online Courses,Good
STU1585,10,Male,Kendriya Vidyalaya,Computer Science,2.9,74.1,93.5,7.0,66.7,55.8,D,Online Courses,Average
STU1586,11,Female,St. Xavier's,English,4.7,83.3,74.8,8.9,76.1,57.4,D,Self Study,Average
STU1587,10,Male,Ryan International,Computer Science,3.7,57.3,63.3,7.0,57.4,48.4,D,Coaching,Good
STU1588,12,Male,Delhi Public School,English,2.0,85.3,80.7,8.3,74.1,55.9,D,Coaching,Good
STU1589,9,Female,Kendriya Vidyalaya,English,2.2,82.1,86.3,7.3,78.6,48.6,D,Coaching,Good
STU1590,10,Male,Delhi Public School,Science,0.4,81.6,100.0,7.8,69.9,67.0,C,Self Study,Poor
STU1591,11,Female,Ryan International,Science,3.3,79.1,55.6,7.2,81.4,63.8,C,Self Study,Good
STU1592,9,Male,Ryan International,Computer Science,1.4,91.9,68.4,7.8,61.3,62.2,C,Coaching,Good
STU1593,9,Male,Ryan International,English,2.1,69.6,73.4,6.3,63.3,59.4,D,Self Study,Good
STU1594,12,Male,DAV Public School,Science,1.0,73.4,76.5,8.4,79.6,63.8,C,Self Study,Poor
STU1595,11,Male,St. Xavier's,Mathematics,2.4,72.3,78.4,5.7,81.6,66.7,C,Study Group,Average
STU1596,9,Female,Delhi Public School,Computer Science,0.3,77.8,83.3,5.4,66.2,53.2,D,Self Study,Average
STU1597,11,Male,Ryan International,Computer Science,1.7,85.0,59.9,7.3,75.1,51.8,D,Self Study,Average
STU1598,11,Male,Modern School,Computer Science,2.5,67.1,82.2,7.5,76.7,51.5,D,Self Study,Good
STU1599,12,Male,Modern School,Computer Science,3.4,84.4,82.5,6.6,65.0,59.1,D,Study Group,Average
STU1600,11,Male,Kendriya Vidyalaya,Social Studies,4.9,65.7,86.5,8.7,68.1,60.5,C,Self Study,Good
STU1601,9,Male,St. Xavier's,Social Studies,2.6,74.4,87.0,7.1,73.9,66.1,C,Study Group,Average
STU1602,11,Female,DAV Public School,English,4.0,59.9,100.0,4.3,73.1,56.3,D,Study Group,Good
STU1603,12,Female,St. Xavier's,English,2.1,71.9,53.1,7.3,67.8,54.4,D,Self Study,Average
STU1604,10,Male,St. Xavier's,English,4.9,86.2,70.2,7.2,95.7,63.3,C,Study Group,Good
STU1605,12,Female,Ryan International,English,3.8,72.4,83.7,7.3,81.4,57.3,D,Study Group,Good
STU1606,12,Male,Delhi Public School,Science,1.6,87.6,75.8,8.8,69.4,70.8,B,Study Group,Average
STU1607,11,Female,Ryan International,Computer Science,1.9,82.0,100.0,9.1,72.9,68.3,C,Study Group,Average
STU1608,12,Male,Delhi Public School,Science,3.7,87.2,59.5,8.4,67.9,50.6,D,Online Courses,Average
STU1609,9,Female,Delhi Public School,Social Studies,1.4,77.2,82.0,8.4,73.7,56.1,D,Self Study,Good
STU1610,11,Male,St. Xavier's,English,3.9,77.8,90.1,5.9,59.4,68.6,C,Online Courses,Poor
STU1611,9,Male,Delhi Public School,Computer Science,3.1,91.3,94.2,9.0,56.0,66.5,C,Self Study,Good
STU1612,9,Female,Modern School,Computer Science,2.7,78.0,75.7,8.2,71.1,54.0,D,Coaching,Poor
STU1613,9,Male,Modern School,English,3.2,91.8,93.8,8.0,79.4,66.9,C,Study Group,Good
STU1614,9,Female,Modern School,Computer Science,3.5,87.6,43.3,7.7,76.3,61.1,C,Coaching,Average
STU1615,10,Female,St. Xavier's,Social Studies,2.9,91.3,100.0,6.5,75.8,55.0,D,Online Courses,Good
STU1616,9,Male,Modern School,Mathematics,4.7,93.7,73.5,5.9,86.3,74.9,B,Coaching,Good
STU1617,12,Male,Ryan International,Computer Science,3.4,84.2,64.0,8.0,69.1,58.0,D,Coaching,Good
STU1618,11,Female,St. Xavier's,Science,1.7,90.6,66.1,8.4,75.0,47.2,D,Coaching,Good
STU1619,12,Female,DAV Public School,English,4.0,89.5,60.3,6.9,60.3,51.8,D,Self Study,Average
STU1620,9,Male,Modern School,English,0.6,97.4,84.3,5.4,59.6,53.2,D,Study Group,Average
STU1621,11,Female,Ryan International,English,2.9,83.7,88.4,7.0,56.9,62.5,C,Study Group,Good
STU1622,11,Male,Kendriya Vidyalaya,Science,0.4,73.1,53.3,7.3,67.7,57.0,D,Online Courses,Good
STU1623,10,Female,St. Xavier's,Mathematics,2.9,89.9,86.6,6.8,78.7,67.6,C,Online Courses,Good
STU1624,10,Male,Ryan International,Science,2.6,92.9,73.5,6.0,44.3,57.9,D,Study Group,Average
STU1625,9,Female,St. Xavier's,Computer Science,0.3,91.2,68.3,7.8,72.7,60.9,C,Online Courses,Average
STU1626,9,Female,Ryan International,Science,4.4,76.2,80.3,6.2,79.9,60.2,C,Coaching,Good
STU1627,12,Male,Ryan International,Computer Science,2.0,75.3,71.2,5.9,71.9,59.2,D,Study Group,Good
STU1628,12,Male,DAV Public School,Social Studies,2.2,100.0,80.2,7.3,39.1,44.0,D,Self Study,Good
STU1629,10,Female,St. Xavier's,Social Studies,4.1,87.5,73.5,7.4,62.3,65.4,C,Self Study,Good
STU1630,9,Male,Ryan International,Mathematics,4.4,79.9,93.9,6.3,69.9,83.1,A,Self Study,Good
STU1631,9,Male,Kendriya Vidyalaya,Computer Science,2.5,71.6,100.0,7.2,81.7,67.4,C,Study Group,Average
STU1632,12,Female,Kendriya Vidyalaya,English,4.3,81.3,61.1,8.3,72.0,58.5,D,Online Courses,Good
STU1633,9,Female,Delhi Public School,Computer Science,3.6,95.6,75.9,7.3,66.2,55.6,D,Self Study,Good
STU1634,9,Female,St. Xavier's,Science,2.9,81.5,90.7,6.1,81.0,60.3,C,Study Group,Average
STU1635,11,Male,Delhi Public School,Mathematics,2.9,99.5,66.7,7.5,58.9,58.2,D,Self Study,Good
STU1636,10,Male,Delhi Public School,Social Studies,2.7,91.0,100.0,6.0,80.1,70.8,B,Coaching,Good
STU1637,9,Female,DAV Public School,Computer Science,4.1,95.2,58.6,7.4,73.8,74.1,B,Coaching,Good
STU1638,10,Male,Delhi Public School,Computer Science,4.0,85.5,92.9,5.8,62.6,68.2,C,Self Study,Average
STU1639,9,Male,Kendriya Vidyalaya,Computer Science,5.2,62.9,100.0,6.6,85.5,67.3,C,Online Courses,Good
STU1640,10,Female,Kendriya Vidyalaya,English,1.9,76.3,83.7,7.7,68.3,45.9,D,Study Group,Average
STU1641,11,Female,St. Xavier's,Science,0.4,87.5,94.2,6.2,88.6,62.2,C,Study Group,Good
STU1642,9,Female,Delhi Public School,English,2.9,94.4,63.0,7.5,66.6,45.2,D,Study Group,Good
STU1643,12,Female,Ryan International,Social Studies,1.5,91.6,76.7,6.4,65.7,70.0,B,Self Study,Poor
STU1644,12,Female,Kendriya Vidyalaya,English,2.2,85.5,96.7,6.5,54.5,60.6,C,Coaching,Good
STU1645,9,Male,Delhi Public School,Computer Science,0.3,88.8,95.6,6.7,54.9,53.2,D,Study Group,Good
STU1646,9,Female,Ryan International,Mathematics,0.3,77.0,100.0,4.3,60.8,58.6,D,Self Study,Good
STU1647,9,Male,St. Xavier's,Science,2.1,86.0,72.7,5.6,51.0,43.8,D,Online Courses,Average
STU1648,11,Female,Delhi Public School,English,1.7,76.7,72.0,7.0,74.7,58.4,D,Self Study,Average
STU1649,10,Male,Kendriya Vidyalaya,English,3.4,97.7,72.4,8.4,55.8,65.1,C,Online Courses,Good
STU1650,9,Female,DAV Public School,Mathematics,0.3,81.9,63.8,9.6,93.4,59.6,D,Self Study,Good
STU1651,11,Female,Ryan International,English,1.6,92.1,80.7,7.7,57.2,49.8,D,Online Courses,Average
STU1652,10,Female,Modern School,Mathematics,3.4,75.5,82.2,5.2,53.3,56.6,D,Online Courses,Good
STU1653,11,Female,Ryan International,Science,2.2,85.2,75.6,9.8,66.8,66.8,C,Coaching,Average
STU1654,9,Male,Ryan International,Computer Science,3.5,84.6,73.0,5.6,62.2,54.2,D,Study Group,Good
STU1655,11,Female,Modern School,Social Studies,0.8,91.9,63.0,6.6,73.7,50.6,D,Self Study,Good
STU1656,12,Male,Ryan International,English,2.4,98.0,62.7,6.6,80.2,57.5,D,Coaching,Good
STU1657,9,Female,Delhi Public School,Computer Science,3.0,80.2,64.0,7.3,51.8,49.7,D,Study Group,Poor
STU1658,11,Male,Ryan International,Social Studies,2.2,90.9,66.7,7.2,67.7,68.5,C,Coaching,Average
STU1659,10,Female,DAV Public School,Science,1.8,89.3,73.5,8.3,53.7,42.9,D,Coaching,Average
STU1660,9,Female,Delhi Public School,Social Studies,4.4,91.8,81.0,8.7,57.4,64.4,C,Self Study,Good
STU1661,9,Female,DAV Public School,Science,0.3,82.4,79.8,6.9,55.4,51.5,D,Coaching,Good
STU1662,12,Female,Delhi Public School,Computer Science,2.6,75.2,77.7,4.6,52.5,47.6,D,Coaching,Good
STU1663,12,Male,Delhi Public School,Social Studies,4.3,79.0,99.3,6.0,59.4,69.3,C,Self Study,Good
STU1664,11,Female,St. Xavier's,English,3.6,77.8,81.3,7.1,69.8,58.7,D,Self Study,Poor
STU1665,10,Female,Modern School,Computer Science,3.4,58.9,100.0,5.0,61.4,47.1,D,Self Study,Average
STU1666,9,Female,St. Xavier's,Computer Science,2.1,78.8,94.4,6.0,70.3,62.0,C,Online Courses,Average
STU1667,10,Female,Kendriya Vidyalaya,Mathematics,2.6,74.6,44.9,7.1,61.4,45.2,D,Study Group,Good
STU1668,9,Female,DAV Public School,Social Studies,2.6,87.9,89.9,7.6,66.1,59.1,D,Coaching,Good
STU1669,12,Male,Modern School,English,0.4,98.5,94.1,6.7,84.2,57.7,D,Study Group,Good
STU1670,12,Female,Ryan International,Mathematics,2.0,75.7,74.4,6.9,86.7,68.1,C,Coaching,Good
STU1671,12,Male,DAV Public School,English,2.1,80.1,85.8,8.0,57.1,48.7,D,Coaching,Good
STU1672,11,Female,Kendriya Vidyalaya,Mathematics,5.5,100.0,82.3,8.3,67.2,76.7,B,Study Group,Poor
STU1673,10,Male,St. Xavier's,Social Studies,3.4,64.7,78.0,8.1,53.4,41.3,D,Online Courses,Good
STU1674,10,Female,St. Xavier's,Computer Science,2.2,80.4,82.2,6.7,59.1,55.5,D,Study Group,Good
STU1675,12,Male,St. Xavier's,Mathematics,1.0,87.1,100.0,5.6,60.9,62.1,C,Self Study,Average
STU1676,10,Female,Modern School,English,3.8,85.3,71.0,5.8,75.4,69.0,C,Study Group,Good
STU1677,9,Female,Ryan International,Computer Science,3.4,86.5,83.6,4.7,51.5,64.9,C,Coaching,Average
STU1678,10,Female,Delhi Public School,Science,3.1,77.8,65.6,5.4,56.3,46.9,D,Coaching,Good
STU1679,10,Female,St. Xavier's,English,2.1,87.6,74.6,9.2,65.2,63.9,C,Online Courses,Average
STU1680,10,Female,Kendriya Vidyalaya,Computer Science,3.7,78.1,55.3,6.6,69.2,56.6,D,Coaching,Poor
STU1681,10,Male,DAV Public School,English,0.7,69.7,92.1,6.6,56.8,45.3,D,Study Group,Good
STU1682,11,Male,Kendriya Vidyalaya,Mathematics,4.7,76.4,100.0,7.2,74.7,59.6,D,Self Study,Average
STU1683,9,Female,DAV Public School,Computer Science,3.8,82.0,72.2,7.7,63.7,53.5,D,Study Group,Average
STU1684,12,Male,DAV Public School,Social Studies,1.7,80.1,73.5,5.0,60.8,44.0,D,Self Study,Good
STU1685,12,Male,Ryan International,Computer Science,1.9,76.2,84.3,7.1,72.4,62.3,C,Study Group,Good
STU1686,11,Female,Modern School,Science,0.3,67.4,81.4,6.8,43.8,39.9,D,Self Study,Average
STU1687,12,Female,Kendriya Vidyalaya,Computer Science,2.4,82.3,67.5,9.5,83.3,63.6,C,Study Group,Average
STU1688,10,Female,DAV Public School,Computer Science,3.9,76.8,86.6,8.0,91.2,65.2,C,Online Courses,Average
STU1689,12,Male,Ryan International,Computer Science,2.9,78.1,67.6,4.4,78.1,45.3,D,Online Courses,Good
STU1690,9,Female,St. Xavier's,Computer Science,2.2,77.8,69.4,8.2,89.9,57.0,D,Study Group,Good
STU1691,12,Female,St. Xavier's,Mathematics,3.8,95.2,76.5,5.6,85.8,75.0,B,Coaching,Good
STU1692,10,Female,Ryan International,English,2.9,87.3,80.2,7.8,88.3,65.8,C,Online Courses,Average
STU1693,10,Male,Kendriya Vidyalaya,Computer Science,4.1,92.8,55.7,7.6,55.0,43.8,D,Online Courses,Good
STU1694,9,Female,Delhi Public School,Mathematics,3.7,79.8,96.4,4.6,48.2,52.2,D,Study Group,Good
STU1695,10,Female,DAV Public School,English,4.4,100.0,69.4,7.7,79.0,67.9,C,Coaching,Good
STU1696,12,Male,DAV Public School,Mathematics,1.3,93.5,95.0,5.8,70.7,69.5,C,Coaching,Good
STU1697,12,Female,Delhi Public School,Mathematics,1.2,98.9,51.1,7.4,80.8,62.4,C,Study Group,Poor
STU1698,12,Female,St. Xavier's,English,3.1,87.3,83.7,8.1,71.1,58.1,D,Coaching,Average
STU1699,12,Male,Kendriya Vidyalaya,English,0.3,89.1,78.6,6.8,48.5,50.2,D,Online Courses,Good
STU1700,11,Female,St. Xavier's,Social Studies,3.1,86.5,83.2,5.6,69.0,66.7,C,Coaching,Good
STU1701,9,Female,Kendriya Vidyalaya,Mathematics,2.7,84.0,64.3,5.2,65.9,59.3,D,Online Courses,Good
STU1702,11,Female,Modern School,Computer Science,4.3,79.7,90.8,7.4,62.5,75.0,B,Online Courses,Good
STU1703,11,Female,Ryan International,English,2.7,88.4,69.5,7.9,69.6,61.1,C,Study Group,Good
STU1704,9,Male,Ryan International,Mathematics,0.7,80.5,96.7,8.7,71.0,53.2,D,Study Group,Poor
STU1705,9,Female,St. Xavier's,Science,2.7,84.7,63.6,6.7,81.1,62.6,C,Online Courses,Good
STU1706,12,Male,Delhi Public School,Computer Science,4.3,85.7,75.3,6.5,66.4,61.4,C,Study Group,Good
STU1707,11,Male,Ryan International,Social Studies,0.3,99.9,84.6,7.9,59.0,69.2,C,Coaching,Good
STU1708,10,Male,Kendriya Vidyalaya,Computer Science,3.7,80.5,66.9,7.1,72.3,60.3,C,Self Study,Average
STU1709,9,Male,Kendriya Vidyalaya,Mathematics,4.3,85.9,73.0,7.0,95.4,73.1,B,Coaching,Good
STU1710,11,Female,Modern School,Social Studies,2.8,83.8,76.1,8.5,67.8,56.7,D,Self Study,Poor
STU1711,10,Female,Modern School,English,0.3,94.3,78.2,7.5,64.4,50.3,D,Online Courses,Average
STU1712,9,Female,Modern School,Computer Science,1.3,88.4,51.0,6.3,44.9,47.3,D,Coaching,Average
STU1713,10,Male,Ryan International,Computer Science,5.1,88.6,78.5,7.1,74.9,63.6,C,Self Study,Average
STU1714,11,Male,DAV Public School,Computer Science,2.5,77.2,80.9,7.4,59.8,54.5,D,Study Group,Average
STU1715,10,Female,Delhi Public School,Computer Science,1.8,87.8,84.1,8.3,55.6,45.1,D,Online Courses,Good
STU1716,12,Female,Delhi Public School,English,1.9,81.7,74.5,6.7,69.1,54.3,D,Online Courses,Poor
STU1717,10,Female,Delhi Public School,Social Studies,3.7,80.2,76.3,7.2,72.2,46.6,D,Online Courses,Average
STU1718,10,Female,DAV Public School,Mathematics,4.0,85.0,84.7,6.5,69.9,67.7,C,Study Group,Good
STU1719,11,Male,St. Xavier's,English,3.4,92.7,53.6,5.8,55.5,50.2,D,Self Study,Good
STU1720,12,Male,St. Xavier's,Mathematics,4.1,91.7,49.7,7.1,86.8,67.1,C,Coaching,Good
STU1721,9,Female,Modern School,Science,0.8,80.4,60.7,8.6,38.9,56.9,D,Self Study,Average
STU1722,11,Male,Ryan International,English,5.8,92.7,66.3,7.8,74.1,66.0,C,Coaching,Average
STU1723,12,Male,Modern School,English,2.4,83.3,51.7,5.3,60.5,45.3,D,Self Study,Good
STU1724,11,Male,Kendriya Vidyalaya,Computer Science,0.3,75.8,57.3,6.3,68.9,66.0,C,Online Courses,Good
STU1725,9,Female,Modern School,Computer Science,2.7,62.3,76.4,7.0,70.4,50.3,D,Online Courses,Good
STU1726,12,Male,Ryan International,Social Studies,2.5,79.3,78.5,6.5,69.5,60.2,C,Coaching,Average
STU1727,11,Female,Delhi Public School,Science,3.9,71.3,88.6,6.7,59.3,59.6,D,Self Study,Good
STU1728,12,Male,Delhi Public School,Social Studies,0.9,92.5,68.0,6.4,60.0,47.9,D,Online Courses,Good
STU1729,10,Male,Modern School,Social Studies,1.0,84.4,83.8,7.5,57.0,47.9,D,Self Study,Good
STU1730,10,Male,Kendriya Vidyalaya,Social Studies,4.2,82.2,77.3,7.4,67.3,60.4,C,Study Group,Good
STU1731,10,Male,St. Xavier's,Mathematics,5.0,72.0,89.4,6.9,66.8,61.1,C,Study Group,Good
STU1732,9,Male,DAV Public School,Social Studies,3.4,72.1,70.1,6.6,69.4,54.4,D,Self Study,Average
